"NAME" "Week" "Year" "SumWeek"
"690" "Florida" 14 2014 414
"691" "Florida" 15 2014 141
"692" "Florida" 16 2014 47
"693" "Florida" 17 2014 240
"694" "Florida" 18 2014 78
"695" "Florida" 19 2014 207
"696" "Florida" 20 2014 106
"697" "Florida" 21 2014 272
"698" "Florida" 22 2014 34
"699" "Florida" 23 2014 150
"700" "Florida" 24 2014 46
"701" "Florida" 25 2014 66
"702" "Florida" 26 2014 87
"703" "Florida" 27 2014 58
"704" "Florida" 28 2014 32
"705" "Florida" 29 2014 20
"706" "Florida" 30 2014 42
"707" "Florida" 31 2014 51
"708" "Florida" 32 2014 66
"709" "Florida" 33 2014 45
"710" "Florida" 34 2014 86
"711" "Florida" 35 2014 79
"712" "Florida" 36 2014 34
"713" "Florida" 37 2014 27
"714" "Florida" 38 2014 13
"715" "Florida" 39 2014 11
"716" "Florida" 40 2014 49
"717" "Florida" 41 2014 70
"718" "Florida" 42 2014 108
"719" "Florida" 43 2014 173
"720" "Florida" 44 2014 151
"721" "Florida" 45 2014 128
"722" "Florida" 46 2014 150
"723" "Florida" 47 2014 103
"724" "Florida" 48 2014 62
"725" "Florida" 49 2014 180
"726" "Florida" 50 2014 322
"727" "Florida" 51 2014 133
"728" "Florida" 52 2014 29
"729" "Florida" 1 2015 62
"730" "Florida" 2 2015 163
"731" "Florida" 3 2015 132
"732" "Florida" 4 2015 202
"733" "Florida" 5 2015 398
"734" "Florida" 6 2015 147
"735" "Florida" 7 2015 505
"736" "Florida" 8 2015 175
"737" "Florida" 9 2015 66
"738" "Florida" 10 2015 305
"739" "Florida" 11 2015 394
"740" "Florida" 12 2015 178
"741" "Florida" 13 2015 160
"742" "Florida" 14 2015 178
"743" "Florida" 15 2015 142
"744" "Florida" 16 2015 52
"745" "Florida" 17 2015 90
"746" "Florida" 18 2015 190
"747" "Florida" 19 2015 275
"748" "Florida" 20 2015 170
"749" "Florida" 21 2015 123
"750" "Florida" 22 2015 56
"751" "Florida" 23 2015 54
"752" "Florida" 24 2015 72
"753" "Florida" 25 2015 123
"754" "Florida" 26 2015 101
"755" "Florida" 27 2015 92
"756" "Florida" 28 2015 208
"757" "Florida" 29 2015 58
"758" "Florida" 30 2015 65
"759" "Florida" 31 2015 35
"760" "Florida" 32 2015 49
"761" "Florida" 33 2015 36
"762" "Florida" 34 2015 78
"763" "Florida" 35 2015 57
"764" "Florida" 36 2015 17
"765" "Florida" 37 2015 22
"766" "Florida" 38 2015 46
"767" "Florida" 39 2015 31
"768" "Florida" 40 2015 12
"769" "Florida" 41 2015 117
"770" "Florida" 42 2015 130
"771" "Florida" 43 2015 60
"772" "Florida" 44 2015 94
"773" "Florida" 45 2015 84
"774" "Florida" 46 2015 102
"775" "Florida" 47 2015 50
"776" "Florida" 48 2015 118
"777" "Florida" 49 2015 153
"778" "Florida" 50 2015 145
"779" "Florida" 51 2015 35
"780" "Florida" 52 2015 71
"781" "Florida" 1 2016 50
"782" "Florida" 2 2016 59
"783" "Florida" 3 2016 82
"784" "Florida" 4 2016 76
"785" "Florida" 5 2016 78
"786" "Florida" 6 2016 122
"787" "Florida" 7 2016 439
"788" "Florida" 8 2016 170
"789" "Florida" 9 2016 360
"790" "Florida" 10 2016 363
"791" "Florida" 11 2016 309
"792" "Florida" 12 2016 301
"793" "Florida" 13 2016 21
"794" "Florida" 14 2016 218
"795" "Florida" 15 2016 186
"796" "Florida" 16 2016 140
"797" "Florida" 17 2016 145
"798" "Florida" 18 2016 111
"799" "Florida" 19 2016 227
"800" "Florida" 20 2016 85
"801" "Florida" 21 2016 95
"802" "Florida" 22 2016 98
"803" "Florida" 23 2016 89
"804" "Florida" 24 2016 63
"805" "Florida" 25 2016 60
"806" "Florida" 26 2016 87
"807" "Florida" 27 2016 66
"808" "Florida" 28 2016 105
"809" "Florida" 29 2016 99
"810" "Florida" 30 2016 65
"811" "Florida" 31 2016 69
"812" "Florida" 32 2016 23
"813" "Florida" 33 2016 42
"814" "Florida" 34 2016 102
"815" "Florida" 35 2016 82
"816" "Florida" 36 2016 11
"817" "Florida" 37 2016 61
"818" "Florida" 38 2016 37
"819" "Florida" 39 2016 52
"820" "Florida" 40 2016 76
"821" "Florida" 41 2016 66
"822" "Florida" 42 2016 128
"823" "Florida" 43 2016 92
"824" "Florida" 44 2016 84
"825" "Florida" 45 2016 95
"826" "Florida" 46 2016 134
"827" "Florida" 47 2016 167
"828" "Florida" 48 2016 48
"829" "Florida" 49 2016 147
"830" "Florida" 50 2016 188
"831" "Florida" 51 2016 147
"832" "Florida" 52 2016 173
"833" "Florida" 1 2017 107
"834" "Florida" 2 2017 333
"835" "Florida" 3 2017 235
"836" "Florida" 4 2017 229
"837" "Florida" 5 2017 488
"838" "Florida" 6 2017 329
"839" "Florida" 7 2017 604
"840" "Florida" 8 2017 176
"841" "Florida" 9 2017 371
"842" "Florida" 10 2017 280
"843" "Florida" 11 2017 384
"844" "Florida" 12 2017 407
"845" "Florida" 13 2017 169
"846" "Florida" 14 2017 133
"847" "Florida" 15 2017 183
"848" "Florida" 16 2017 83
"849" "Florida" 17 2017 15
"850" "Florida" 18 2017 55
"851" "Florida" 19 2017 134
"852" "Florida" 20 2017 93
"853" "Florida" 21 2017 125
"854" "Florida" 22 2017 156
"855" "Florida" 23 2017 15
"856" "Florida" 24 2017 19
"857" "Florida" 25 2017 48
"858" "Florida" 26 2017 52
"859" "Florida" 27 2017 64
"860" "Florida" 28 2017 37
"861" "Florida" 29 2017 34
"862" "Florida" 30 2017 56
"863" "Florida" 31 2017 57
"864" "Florida" 32 2017 64
"865" "Florida" 33 2017 67
"866" "Florida" 34 2017 63
"867" "Florida" 35 2017 32
"868" "Florida" 36 2017 12
"869" "Florida" 37 2017 14
